geneIndex;muA;muB;lfc;difExpr;stats;pval;local.fdr;fdr;gene_names
13274;21154,3460220261;2642,96865169055;2,0797770675987;18511,3773703356;12,2238348520329;0;6,40174831968646e-78;6,40174831968646e-78;FBtr0086700
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11052;457,073138754952;41,2765690941352;2,39360110369164;415,796569660817;10,9801161338581;0;5,03765045693105e-61;1,70939172212283e-65;FBtr0083971
11053;129,496477495727;12,2066421903072;2,32538249004696;117,289835305419;10,1318665801315;0;2,50993933520781e-50;9,24375818868281e-56;FBtr0083972
8053;7279,29261879824;2720,10849218195;0,984246809724548;4559,18412661628;8,22829783106941;2,22044604925031e-16;1,92280351721794e-32;5,30101369018116e-37;FBtr0080127
14412;175,054220499466;503,14016369316;-1,05391410824762;-328,085943193694;-8,08420480210594;6,66133814775094e-16;2,67478183604927e-28;4,32449311624364e-31;FBtr0088124
7519;199,267220780954;57,5457983268752;1,23592046731872;141,721422454078;7,14977195047157;8,69304628281498e-13;5,42380113330512e-25;3,01507955542129e-26;FBtr0079471
6838;98,684683387811;33,1017451764388;1,08240559564187;65,5829382113723;6,26934522108306;3,62569529954726e-10;8,50388434801124e-20;2,41887975639179e-20;FBtr0078618
9558;112,439611872128;42,5877584640479;0,963614337243743;69,8518534080803;6,24005398771955;4,37419878096534e-10;1,13916234067488e-19;2,41887975639179e-20;FBtr0082060
2641;5,70504960169034;38,0248215873521;-1,82593933765728;-32,3197719856618;-6,21763475895294;5,04704722459337e-10;4,72793838358292e-14;2,73985625866828e-17;FBtr0073356
6347;270,10536870489;11,9094395327854;3,08220411989402;258,195929172105;6,21070209707643;5,27483834389386e-10;1,42853424934823e-19;2,93722883533149e-19;FBtr0078025
6330;51,1252655074275;7,95489468352416;1,8092656681138;43,1703708239033;6,0443036034737;1,50056722603154e-09;1,34298216924775e-18;3,10926777467102e-18;FBtr0078003
12445;1552,72019239317;355,045775023432;1,47443159495702;1197,67441736974;5,94109449783524;2,83125345390545e-09;6,68034835994516e-18;2,85546628305364e-18;FBtr0085722
24246;1533,68929486351;349,489831502932;1,47785327262134;1184,19946336058;5,92117763326827;3,1964437763321e-09;8,48180540433127e-18;2,85546628305364e-18;FBtr0306292
15089;1360,0559518094;715,321967650799;0,642217195784083;644,733984158599;5,74995947004553;8,92648444050792e-09;7,94894496733323e-17;2,73985625866828e-17;FBtr0089003
9225;895,687480739673;250,584246805166;1,27236110552604;645,103233934507;5,73379908915819;9,82056524989616e-09;9,30298426106761e-17;2,73985625866828e-17;FBtr0081627
12444;1612,83468747329;371,626193626085;1,46682552345992;1241,20849384721;5,69416834431584;1,23974717158859e-08;1,26235486791088e-16;2,67675525624901e-16;FBtr0085721
6332;18773,7724074427;5318,7166478459;1,26116139776771;13455,0557595968;5,65830710072744;1,52873409486887e-08;1,56282756889104e-16;2,67675525624901e-16;FBtr0078005
10035;7860,25469684175;4213,36711985678;0,623501837376083;3646,88757698497;5,6469063014501;1,63360804883439e-08;2,10564996266226e-16;2,4558444836269e-16;FBtr0082661
10004;103,113703804193;31,304542518917;1,18106047108856;71,8091612852759;5,63878752692704;1,71251683944718e-08;2,7172797297137e-16;2,4558444836269e-16;FBtr0082621
8346;14,1760001237121;47,9094362037222;-1,19348124268403;-33,7334360800101;-5,609418227514;2,03007890497986e-08;1,06511929121178e-10;1,29371604994413e-13;FBtr0080523
10034;7880,71391058269;4234,451033473;0,621110175878567;3646,26287710969;5,60744013450904;2,05341004200221e-08;5,07884282865629e-16;2,4558444836269e-16;FBtr0082660
8631;756,51491465874;400,528286639349;0,635350990500187;355,986628019391;5,57714221628013;2,44501974222544e-08;7,36134354546463e-16;2,4558444836269e-16;FBtr0080911
8632;756,51491465874;400,528286639349;0,635350990500187;355,986628019391;5,57714221628013;2,44501974222544e-08;7,36134354546463e-16;2,4558444836269e-16;FBtr0080912
2739;1145,40661003757;431,077236803654;0,976504911265891;714,329373233919;5,51233368892672;3,54106743927218e-08;1,22437090275355e-15;2,22843749100158e-15;FBtr0073474
6331;85,0447194830487;12,5667817245248;1,87896601055924;72,4779377585239;5,47341151515631;4,4145335609258e-08;2,06817514890637e-15;2,07238830970478e-15;FBtr0078004
24910;183,515697872127;57,5982468338094;1,15288558006721;125,917451038317;5,36825371389234;7,95026617872452e-08;8,94249022476555e-15;2,07238830970478e-15;FBtr0307347
24912;184,958567684901;57,5982468338094;1,16069601387658;127,360320851092;5,251603044092;1,50781140906275e-07;4,56281302483233e-14;1,65410610572959e-14;FBtr0307349
13284;186,832188612904;57,9968481625703;1,16391057537617;128,835340450333;5,19723999277573;2,0226915964372e-07;7,52201076618536e-14;1,65410610572959e-14;FBtr0086713
24911;186,832188612904;57,9968481625703;1,16391057537617;128,835340450333;5,19723999277573;2,0226915964372e-07;7,52201076618536e-14;1,65410610572959e-14;FBtr0307348
12057;212,755103986218;87,0807617787892;0,889927760943905;125,674342207429;5,19124053858699;2,08897541487119e-07;7,84858498994202e-14;1,29371604994413e-13;FBtr0085255
7190;1460,64865010681;567,745050719839;0,944425399021164;892,90359938697;5,12647960797213;2,95210014433778e-07;1,7097142158626e-13;1,2514576622784e-13;FBtr0079062
145;4572,82654494802;2074,96870495556;0,790053839206236;2497,85783999246;5,0996804726877;3,40227336526056e-07;2,86869581253631e-13;1,2514576622784e-13;FBtr0070179
13489;1456,57106811363;676,790499212451;0,766083303343678;779,780568901183;5,04275438209347;4,58878113063221e-07;5,33057716314998e-13;1,2514576622784e-13;FBtr0086976
2871;152,791225373184;292,815007585236;-0,648907596741876;-140,023782212052;-5,03249221614999;4,84144270229692e-07;9,66190991202033e-08;3,92668344812831e-11;FBtr0073637
4830;183,939904302812;82,1367052992895;0,802869732580274;101,803199003522;4,97107942547487;6,65811645372827e-07;8,43030238867373e-13;9,08526667625082e-13;FBtr0076084
24918;134,59272287099;55,724120587201;0,876615521989676;78,8686022837887;4,96336135602088;6,92835041560258e-07;1,09132050383563e-12;8,97852466737642e-13;FBtr0307364
19259;1581,79520491618;925,741529073767;0,535496702099548;656,05367584241;4,92667805046643;8,36393970526927e-07;2,28699215288362e-12;8,97852466737642e-13;FBtr0299802
8050;38,7775549483503;9,54929999856781;1,36315025462095;29,2282549497825;4,92107138364416;8,60717275230627e-07;2,46973829486087e-12;8,97852466737642e-13;FBtr0080123
13488;1467,59741812404;687,175113828821;0,758406059961454;780,422304295214;4,91632725229494;8,81829406385037e-07;2,62437057970799e-12;8,97852466737642e-13;FBtr0086975
6472;1124,52103787863;626,017781624271;0,585379858386006;498,503256254362;4,91098877854009;9,06182744841999e-07;2,79837511995804e-12;8,97852466737642e-13;FBtr0078179
3019;224462,677870367;122746,997259458;0,603582297793235;101715,68061091;4,88312707394479;1,04416531443441e-06;3,70651166259596e-12;8,97852466737642e-13;FBtr0073821
7199;119,532451671901;32,1227252450251;1,30275299789987;87,4097264268758;4,83032988582128;1,36307028109073e-06;5,42740622306665e-12;6,0499060774672e-12;FBtr0079073
24694;119,532451671901;32,1227252450251;1,30275299789987;87,4097264268758;4,83032988582128;1,36307028109073e-06;5,42740622306665e-12;6,0499060774672e-12;FBtr0307036
16320;28296,2525583631;17058,3206060639;0,50607963992134;11237,9319522992;4,7901492716486;1,66657286793104e-06;8,75963203923659e-12;6,10398011960094e-12;FBtr0100187
17931;387,543949765512;181,622711928772;0,756437904554861;205,92123783674;4,78875780109531;1,6781687439682e-06;9,08202912169761e-12;6,10398011960094e-12;FBtr0113405
5;28291,8089843452;17058,7891376256;0,505895127549707;11233,0198467196;4,78857113978426;1,67973018028178e-06;9,12527765609815e-12;6,10398011960094e-12;FBtr0006151
16653;58222,9363422089;35287,1232740376;0,500755672980354;22935,8130681712;4,7479039298089;2,05535618102992e-06;1,85476760078852e-11;6,10398011960094e-12;FBtr0100590
16652;58218,492768191;35287,5918055993;0,500666073315675;22930,9009625917;4,74713492662146;2,0631832586826e-06;1,87258503741682e-11;6,10398011960094e-12;FBtr0100589
16656;58247,4374860554;35311,0568388183;0,500498384293468;22936,3806472371;4,74569761824041;2,07788931683162e-06;1,9058867862429e-11;6,10398011960094e-12;FBtr0100594
16655;58315,7733684448;35356,0358554206;0,500397920860117;22959,7375130242;4,74483920226682;2,08672030788115e-06;1,92577587442874e-11;6,10398011960094e-12;FBtr0100593
16654;58311,329794427;35356,5043869823;0,500308468580364;22954,8254074447;4,74407130683036;2,09465060252434e-06;1,94356764499585e-11;6,10398011960094e-12;FBtr0100591
15540;18,2535821168862;48,6192269023958;-0,962865764353944;-30,3656447855096;-4,70529796332749;2,53495440305507e-06;1,7761078262524e-06;1,36654805711879e-09;FBtr0089588
14247;169,344571874077;53,3639810529834;1,14842173625855;115,980590821093;4,6894240377443;2,73975115616665e-06;3,20971877382461e-11;6,10398011960094e-12;FBtr0087935
3932;195,568720181569;471,860449419722;-0,879277147216031;-276,291729238152;-4,65849384826173;3,18531323695304e-06;2,56624226732898e-06;1,36654805711879e-09;FBtr0074961
619;97,6078055997401;177,444389668446;-0,595404152695253;-79,8365840687063;-4,63771685950082;3,52278915705106e-06;2,91699378519869e-06;1,36654805711879e-09;FBtr0070758
15133;1823,34315239382;958,409359635267;0,642904621008356;864,933792758557;4,63309063648073;3,60246721919921e-06;4,51493678002185e-11;3,81745781677139e-11;FBtr0089052
13601;18,6843332321146;48,6192269023958;-0,940156576308427;-29,9348936702812;-4,63111907697211;3,63694619287536e-06;3,02837576952508e-06;1,36654805711879e-09;FBtr0087116
15539;18,6843332321146;48,6192269023958;-0,940156576308427;-29,9348936702812;-4,63111907697211;3,63694619287536e-06;3,02837576952508e-06;1,36654805711879e-09;FBtr0089587
13278;101,225529274695;36,5702767380909;1,00946281445037;64,655252536604;4,58454658447107;4,54972646779517e-06;1,15603948866976e-10;3,92668344812831e-11;FBtr0086707
23438;390,105893938435;140,32900761388;1,02015266528717;249,776886324555;4,56294188152693;5,04417814628511e-06;1,48968872251496e-10;3,92668344812831e-11;FBtr0304945
6488;161,866105995971;89,4968448335071;0,590079086713634;72,3692611624639;4,51708523544426;6,26966730354894e-06;2,1978694770363e-10;3,92668344812831e-11;FBtr0078197
8973;2638,80426508748;1631,39181798617;0,480775380128713;1007,41244710131;4,51312379545524;6,38797100771527e-06;2,25904742614662e-10;3,92668344812831e-11;FBtr0081322
15788;323,194711540583;189,461871394403;0,53297744811516;133,73284014618;4,51291333397419;6,39431557125647e-06;2,26229765884302e-10;3,92668344812831e-11;FBtr0089971
